ID,year,job_id,why_left
5183,1986,12,5
5183,1986,14,5
5183,1986,15,5
5183,1986,16,5
5183,1987,17,5
5183,1991,18,6
5183,2002,19,6
5183,2002,20,1
5184,1980,2,5
5184,1982,3,1
5184,1982,4,1
5184,1982,5,1
5184,1983,1,7
5184,1983,6,3
5184,1983,7,3
5184,1984,7,1
5184,1984,8,1
5184,1987,9,2
5184,1987,10,2
5184,1987,11,5
5184,1988,12,5
5184,1988,13,5
5184,1989,11,1
5184,1989,13,5
5184,1989,14,6
5184,1996,15,6
5184,2006,17,5
5185,1982,1,1
5185,1983,2,7
5185,1984,3,5
5185,1984,4,1
5185,1984,5,1
5185,1985,7,5
5185,1986,6,5
5185,1986,8,-3
5185,1986,9,1
5185,1986,10,5
5185,1987,11,5
5185,1987,12,1
5185,1987,13,1
5185,1988,14,5
5185,1991,15,6
5185,1991,16,6
5185,1992,18,3
5185,1993,17,5
5185,1994,19,5
5185,1996,20,6
5185,2000,21,6
5185,2002,22,1
5185,2008,24,1
5186,1979,1,5
5186,1979,2,5
5186,1979,3,6
5186,1980,5,5
5186,1980,4,5
5186,1983,6,4
5186,1987,7,5
5186,2006,8,5
5187,1979,1,5
5187,1979,2,5
5187,1979,3,2
5187,1979,4,5
5187,1981,5,5
5187,1981,6,5
5187,1983,7,7
5187,1983,9,4
5187,1984,8,5
5187,1985,10,2
5187,1985,11,2
5187,1985,12,5
5187,1986,14,5
5187,1987,13,5
5187,1988,15,5
5187,1988,16,5
5187,1991,18,5
5187,1996,17,1
5188,1979,1,2
5188,1979,2,5
5188,1979,3,2
5188,1980,4,3
5188,1980,5,5
5188,1980,6,5
5188,1980,7,5
5188,1981,8,5
5188,1982,9,5
5188,1983,10,1
5188,1983,11,3
5188,1985,12,5
5188,2018,13,5
5189,1980,1,1
5189,1980,2,4
5189,1981,3,2
5189,1982,4,4
5189,1982,5,1
5189,1984,6,5
5189,1987,7,1
5189,1989,8,1
5189,1992,9,4
5189,2006,11,5
5190,1979,1,3
5190,1980,2,5
5190,1981,3,3
5191,1979,1,1
5191,1979,2,1
5191,1979,3,1
5191,1980,3,5
5191,1980,4,5
5191,1986,5,5
5191,2008,8,5
5191,2010,9,5
5191,2010,10,1
5191,2012,11,1
5191,2018,12,1
5192,1979,1,1
5192,1980,1,2
5192,1980,2,5
5192,1980,3,1
5192,1980,4,5
5192,1980,5,5
5192,1980,6,5
5192,1980,8,1
5192,1981,4,3
5192,1981,7,2
5192,1981,9,2
5192,1982,10,1
5192,1982,11,2
5192,1982,12,1
5192,1983,13,1
5192,1984,14,1
5192,1984,15,1
5192,1985,16,1
5192,1987,18,5
5192,1988,19,5
5192,1988,20,5
5192,1989,20,1
5192,1989,21,1
5192,1992,22,1
5192,1993,23,1
5192,1994,23,1
5192,1996,24,5
5192,1996,25,1
5192,1996,26,5
5192,1998,27,1
5192,2000,25,5
5192,2002,28,1
5192,2004,29,5
5192,2006,30,5
5192,2012,31,6
5193,1983,1,7
5193,1984,1,5
5193,1984,2,5
5193,1985,3,5
5193,1989,4,5
5193,1998,6,6
5193,2012,5,1
5193,2012,8,5
5194,1982,1,2
5194,1987,3,5
5194,2000,4,2
5194,2002,5,5
5195,1979,1,5
5195,1980,2,5
5195,1980,3,5
5195,1980,4,1
5195,1981,5,4
5195,1988,6,5
5195,1989,7,6
5195,1989,8,5
5195,1992,9,6
5195,1994,10,1
5195,1996,11,5
5195,1998,12,1
5195,1998,13,5
5195,1998,14,1
5195,2016,15,1
5196,1980,1,5
5196,1983,2,7
5196,1983,3,7
5196,1984,2,5
5196,1984,4,2
5196,1985,5,5
5197,1982,2,3
5197,1983,1,7
5197,1983,3,3
5197,1984,2,1
5197,1984,3,1
5197,1985,3,5
5197,1988,4,1
5197,1992,4,5
5197,1998,6,6
5197,2002,6,1
5198,1979,1,5
5198,1979,2,5
5198,1980,3,5
5198,1980,4,1
5198,1980,5,2
5198,1980,6,3
5198,1980,7,1
5198,1980,8,-3
5198,1980,9,5
5198,1982,10,1
5198,1982,11,4
5198,1985,12,5
5198,1998,13,4
5199,1979,1,4
5199,1980,2,5
5199,1980,3,4
5199,1981,4,5
5199,1982,5,1
5199,1983,6,7
5199,1983,7,7
5199,1984,9,1
5199,1985,8,4
5199,1991,11,1
5199,1993,10,5
5199,1993,12,1
5199,1994,12,1
5199,2006,13,1
5199,2008,13,1
5199,2008,14,-3
5199,2014,12,5
5200,1979,1,5
5200,1981,2,5
5200,1983,2,3
5200,1986,3,5
5200,1986,4,5
5200,1986,5,5
5200,1988,6,5
5200,1988,7,1
5200,1989,8,6
5200,1989,9,6
5200,1991,6,6
5200,1991,10,5
5200,1992,11,6
5200,1992,12,2
5200,1994,13,5
5200,2000,14,6
5201,1979,1,1
5201,1980,2,-3
5201,1982,3,5
5201,1982,4,5
5201,1982,5,5
5201,1982,6,5
5201,1982,7,5
5201,1983,8,4
5201,1983,9,4
5201,1984,10,1
5201,1985,11,1
5201,1985,12,5
5201,1986,13,1
5201,1986,14,5
5201,1987,15,1
5201,1987,16,2
5201,1989,17,6
5201,1991,18,6
5201,1991,19,1
5201,1994,20,5
5201,1996,21,5
5201,1996,22,6
5201,1996,23,6
5201,1996,25,6
5201,1998,24,6
5201,1998,26,5
5201,2000,27,2
5201,2000,28,5
5201,2000,29,4
5201,2000,30,1
5201,2000,31,5
5202,1979,1,5
5202,1980,2,5
5202,1980,3,1
5202,1981,5,1
5202,1982,4,1
5202,1982,6,1
5202,1983,7,2
5202,1984,8,5
5202,1988,9,5
5202,1998,10,6
5203,1979,1,5
5203,1980,2,5
5203,1980,3,5
5203,1980,4,2
5203,1980,5,5
5203,1980,6,1
5203,1980,7,-3
5203,1981,5,5
5203,1981,8,5
5203,1981,9,5
5203,1982,10,5
5203,1982,11,5
5203,1983,12,7
5203,1984,14,5
5203,1985,15,5
5203,1985,16,1
5203,1988,17,5
5203,1991,18,1
5203,1994,19,1
5203,1996,20,2
5203,1998,21,6
5203,2000,22,3
5203,2002,23,1
5203,2002,24,1
5203,2002,26,1
5203,2016,27,3
5204,1979,1,2
5204,1979,2,5
5204,1979,3,5
5204,1979,4,5
5204,1987,6,1
5204,1987,7,1
5204,1988,8,1
5204,1992,6,5
5204,2002,9,6
5204,2004,10,2
5204,2006,10,6
5204,2006,11,5
5204,2006,12,2
5204,2006,13,1
5205,1981,1,1
5205,1981,2,5
5205,1983,3,7
5205,1983,4,2
5205,1983,5,7
5205,1988,8,1
5205,1989,8,1
5205,1992,9,1
5205,1994,7,1
5205,1994,10,6
5205,2018,11,5
5206,1984,1,5
5206,1986,2,5
5206,1987,3,5
5206,1989,4,1
5206,1989,5,6
5206,1992,6,5
5206,1992,7,3
5206,1992,8,1
5206,1996,9,6
5206,1998,10,6
5206,2000,9,5
5206,2000,11,5
5206,2016,12,5
5206,2016,13,5
5206,2016,14,5
5207,1979,1,5
5207,1979,2,5
5207,1980,3,5
5207,1980,4,2
5207,1982,5,5
5207,1982,6,5
5207,1982,7,5
5207,1983,8,3
5207,1985,9,1
5207,1986,10,1
5207,1987,11,5
5207,1987,12,5
5207,1988,13,5
5207,1988,14,2
5207,2002,15,6
5207,2002,16,5
5207,2006,17,6
5208,1979,1,5
5208,1980,2,5
5208,1980,3,1
5208,1980,4,5
5208,1981,5,5
5208,1982,6,5
5208,1983,7,7
5208,1983,8,7
5208,1984,9,5
5208,1984,10,5
5208,1984,11,5
5208,1985,13,5
5208,1986,12,5
5208,1986,14,1
5208,1991,15,5
5208,1994,16,4
5208,1998,17,6
5208,2004,18,1
5208,2006,19,6
5208,2008,18,1
5208,2008,20,6
5208,2010,21,1
5208,2012,22,2
5209,1980,1,5
5209,1980,2,5
5209,1980,3,5
5209,1981,4,5
5209,1981,5,5
5209,1982,6,5
5209,1983,7,7
5209,1984,8,5
5209,1984,9,1
5209,1988,10,5
5209,1996,11,6
5209,1998,12,5
5209,1998,13,1
5209,2000,13,6
5209,2000,14,6
5209,2004,15,1
5209,2004,16,5
5209,2018,18,2
5211,1981,1,5
5211,1982,2,1
5211,1983,3,1
5211,1984,3,5
5211,1984,4,1
5211,1985,5,5
5211,1985,6,1
5211,1985,7,1
5211,1988,8,5
5211,1992,9,1
5211,1993,10,1
5211,1996,11,1
5212,1979,1,6
5212,1979,2,5
5212,1979,3,5
5212,1980,4,1
5212,1980,5,5
5212,1980,6,5
5212,1980,7,5
5212,1980,8,5
5212,1982,9,4
5212,1984,10,5
5212,1986,12,2
5212,1986,13,5
5212,1986,14,5
5212,1987,15,5
5212,1987,16,5
5212,1987,17,1
5212,1988,18,1
5212,1988,19,5
5212,1988,20,2
5212,1989,22,1
5212,1991,21,2
5212,1991,22,1
5212,1993,24,1
5212,1998,23,5
5212,2000,25,5
5212,2000,26,5
5212,2002,27,1
5212,2004,28,1
5212,2004,29,1
5212,2004,30,1
5212,2006,31,5
5212,2006,32,5
5212,2008,33,1
5212,2010,34,1
5212,2012,35,6
5212,2012,36,2
5212,2016,39,1
5213,1979,1,5
5213,1980,2,5
5213,1981,3,3
5213,1982,2,5
5213,1982,4,5
5213,1985,5,5
5213,1996,6,6
5214,1980,2,5
5214,1980,3,1
5214,1980,4,5
5214,1981,5,5
5214,1982,7,1
5214,1983,6,7
5214,1983,8,7
5214,1985,9,1
5214,1988,12,5
5214,1991,13,4
5214,1993,14,6
5214,1996,14,4
5214,2000,15,6
5214,2018,16,1
5215,1979,2,1
5215,1979,3,1
5215,1979,4,1
5215,1979,5,1
5215,1980,1,4
5215,1980,6,5
5215,1980,7,1
5215,1981,8,1
5215,1982,8,5
5215,1982,9,1
5215,1982,10,1
5215,1983,11,1
5215,1984,12,2
5215,1985,12,5
5215,1985,14,1
5215,1987,15,5
5215,1987,16,5
5215,1988,17,5
5215,1988,18,5
5215,1988,19,1
5215,1989,20,1
5215,1989,21,5
5215,1989,22,5
5215,1989,23,5
5215,1991,24,1
5215,1991,25,4
5215,1993,25,6
5215,1996,26,5
5215,1996,27,6
5215,1998,28,5
5215,1998,29,5
5215,1998,30,5
5215,1998,31,5
5215,1998,32,5
5215,2000,33,6
5215,2000,34,5
5215,2002,35,5
5215,2002,36,5
5215,2002,37,1
5215,2002,38,1
5215,2006,39,5
5215,2006,40,1
5215,2006,41,5
5215,2008,42,5
5215,2008,43,6
5215,2010,44,1
5215,2012,45,6
5215,2016,46,5
5215,2018,47,5
5216,1980,1,1
5216,1980,2,1
5216,1981,3,5
5216,1982,4,5
5216,1982,5,5
5216,1982,6,1
5216,1988,7,5
5216,1989,7,1
5216,1989,8,1
5216,1991,9,4
5216,1992,10,6
5216,2002,14,5
5216,2004,11,-2
5216,2004,12,5
5216,2004,13,5
5217,1981,1,2
5217,1982,2,1
5217,1989,3,5
5217,1991,3,6
5217,1991,4,5
5217,1991,5,6
5217,1994,6,5
5217,1994,7,6
5217,1996,3,5
5217,1996,8,5
5217,1998,3,6
5217,1998,10,1
5217,2002,11,6
5217,2004,9,5
5217,2014,14,5
5218,1980,1,5
5218,1981,2,1
5218,1991,3,5
5218,2012,4,5
5219,1979,1,2
5219,1980,2,6
5219,1980,3,4
5219,1980,4,1
5219,1980,5,5
5219,1981,6,5
5219,1987,7,5
5219,1989,8,5
5219,1991,9,6
5219,2012,10,5
5220,1981,1,1
5220,1982,2,5
5220,1984,3,5
5221,1979,1,5
5221,1980,2,1
5221,1980,3,5
5222,1980,1,-3
5222,1981,2,3
5222,1981,3,1
5222,1981,4,1
5222,1982,5,1
5222,1982,6,5
5222,1982,7,5
5222,1982,8,1
5222,1984,10,1
5222,1985,9,5
5222,2002,11,5
5222,2002,12,5
5222,2004,13,5
5222,2012,14,6
5223,1979,1,5
5223,1980,1,5
5223,1985,2,5
5223,1986,3,1
5223,1987,5,4
5224,1980,1,5
5224,1983,2,6
5224,1983,3,2
5224,1987,4,4
5224,1992,5,5
5224,1993,6,1
5224,1994,8,6
5224,1996,9,6
5224,1996,10,6
5224,1996,11,6
5224,1996,12,6
5224,2000,13,4
5224,2008,14,5
5224,2010,15,5
5224,2016,16,6
5224,2016,17,6
5225,1979,1,1
5225,1980,2,5
5225,1980,3,5
5225,1980,4,5
5225,1980,5,5
5225,1980,6,5
5225,1981,7,1
5225,1981,8,5
5225,1982,9,5
5225,1984,10,5
5225,1986,11,5
5225,1987,12,5
5225,2000,13,5
5225,2008,15,1
5226,1979,1,1
5226,1979,2,1
5226,1979,3,5
5226,1980,4,1
5226,1980,5,1
5226,1980,6,1
5226,1980,4,1
5226,1981,8,1
5226,1982,9,1
5226,1987,7,5
5226,1987,9,1
5227,1980,1,5
5227,1980,1,1
5227,1981,1,1
5227,1984,4,1
5227,1985,3,5
5227,1985,4,1
5227,1986,4,1
5227,2006,2,1
5227,2006,5,5
5227,2016,7,5
5227,2014,6,1
5228,1979,1,1
5228,1979,2,5
5228,1980,2,1
5228,1980,3,5
5228,1980,4,5
5228,1980,2,1
5228,1980,4,1
5228,1981,2,1
5228,1981,5,1
5228,1983,7,5
5228,1983,8,3
5228,1983,9,3
5228,1984,10,5
5228,1984,11,1
5228,1984,12,1
5228,1985,13,5
5228,2004,15,1
5228,2006,16,5
5229,1980,1,1
5229,1980,2,1
5229,1980,1,1
5229,1980,2,1
5229,1981,2,1
5229,1982,3,1
5229,1985,1,1
5230,1979,2,5
5230,1993,1,6
5231,1979,2,5
5231,1980,1,5
5231,1980,3,5
5231,1981,4,3
5231,1981,5,1
5231,1981,6,1
5231,1982,7,5
5231,1983,8,7
5231,1983,9,1
5231,1987,11,5
5231,1988,10,5
5231,1988,12,5
5231,1988,13,5
5231,1991,14,6
5231,1998,15,5
5231,2000,16,3
5231,2000,17,2
5231,2002,18,6
5231,2002,19,2
5231,2004,20,6
5231,2008,21,5
5231,2010,22,5
5231,2012,23,1
5232,1980,1,5
5232,1982,2,3
5232,1982,3,1
5232,1994,4,4
5232,1996,5,3
5232,1998,7,3
5232,2000,6,1
5232,2000,8,1
5232,2000,9,2
5232,2000,10,1
5233,1979,1,1
5233,1980,2,3
5233,1981,3,1
5233,1981,4,5
5233,1982,3,5
5233,1983,3,3
5233,1984,3,1
5233,1986,5,5
5233,1986,6,1
5233,1994,7,1
5233,1998,8,5
5233,1998,9,5
5233,2000,10,5
5233,2000,11,5
5233,2002,12,1
5233,2004,13,6
5233,2008,14,2
5234,1980,2,5
5234,1981,3,1
5234,1982,3,1
5235,1980,2,1
5235,1980,3,5
5235,1981,3,5
5235,1982,3,5
5235,1982,4,1
5235,1983,3,7
5235,1984,5,1
5235,1984,6,5
5235,1985,8,1
5235,1987,7,5
5235,1993,5,6
5235,1998,9,5
5235,2010,10,6
5236,1979,1,4
5236,1980,2,5
5236,1980,3,4
5236,1986,4,5
5236,1987,5,1
5236,1989,5,4
5236,1991,5,4
5236,1996,5,1
5236,2000,6,4
5236,2000,7,4
5236,2000,8,1
5236,2006,9,1
5237,1980,1,1
5237,1980,1,1
5237,1980,2,5
5237,1981,3,5
5237,1981,4,5
5237,1982,5,5
5237,1983,6,7
5237,1984,8,2
5237,1984,9,5
5237,1985,7,1
5237,1985,10,1
5237,1985,11,1
5237,1987,12,5
5237,1987,13,5
5237,1987,14,5
5237,1987,15,5
5237,1989,16,1
5237,1992,17,5
5237,1994,18,6
5237,1996,19,6
5237,1996,20,6
5237,1996,21,6
5237,1998,22,1
5237,2010,23,5
5237,2010,24,1
5237,2010,25,1
5238,1980,2,5
5238,1981,3,2
5238,1981,4,5
5238,1981,5,1
5238,1982,6,1
5238,1982,7,1
5238,1982,8,1
5238,1983,9,3
5238,1983,10,3
5238,1984,10,1
5238,1984,11,1
5238,1985,12,2
5238,1986,13,5
5238,1986,14,1
5238,1987,15,2
5238,1987,16,2
5238,1987,17,1
5238,1987,18,5
5238,1989,19,2
5238,1991,20,6
5238,1994,21,6
5238,1996,22,2
5238,1996,23,5
5238,1998,24,6
5238,1998,25,6
5238,1998,26,5
5238,1998,27,6
5238,1998,28,6
5238,2000,29,5
5238,2000,30,5
5238,2000,31,1
5238,2002,32,5
5238,2002,33,1
5238,2004,30,6
5238,2004,34,2
5239,1979,1,5
5239,1979,3,1
5239,1979,4,1
5239,1980,5,5
5239,1980,6,1
5239,1981,7,1
5239,1981,8,1
5239,1981,9,5
5239,1982,7,1
5239,1982,8,1
5239,1982,10,5
5239,1983,7,7
5239,1984,11,5
5239,1985,12,5
5239,1986,11,4
5239,1987,13,5
5239,1989,14,1
5239,1992,15,4
5240,1982,1,5
5240,1982,2,5
5240,1983,3,7
5240,1984,4,5
5240,1984,6,5
5240,1986,7,5
5240,1988,5,5
5240,1991,8,5
5240,1991,9,6
5240,1993,10,6
5240,1993,11,6
5240,1994,10,4
5240,1994,12,4
5240,2004,12,5
5240,2004,13,1
5240,2016,14,-1
5240,2016,15,-1
5240,2016,16,-1
5240,2016,17,-1
5240,2016,18,-1
5240,2016,19,-1
5240,2018,20,-1
5240,2018,21,-1
5241,1982,1,-3
5241,1982,2,5
5241,1982,3,5
5241,1983,5,3
5241,1983,6,3
5241,1984,7,5
5241,1984,8,5
5241,1984,9,5
5241,1986,10,5
5241,1988,11,5
5241,1993,13,5
5241,1998,12,6
5241,2008,14,5
5241,2010,14,5
5241,2010,15,6
5241,2012,16,6
5241,2018,18,5
5241,2014,17,5
5242,1980,2,5
5242,1980,1,-3
5242,1981,3,-3
5242,1983,4,5
5242,1986,5,5
5242,1987,6,5
5242,1988,7,1
5243,1979,1,5
5243,1980,1,1
5243,1980,2,5
5243,1980,3,1
5243,1981,4,5
5243,1996,5,6
5243,1998,6,6
5243,1998,7,1
5243,2004,8,5
5243,2012,9,1
5244,1979,1,1
5244,1980,2,1
5244,1980,1,1
5244,1982,3,5
5244,1983,1,7
5244,1983,4,7
5244,1984,1,5
5244,1984,5,1
5244,1986,6,1
5245,1980,1,5
5245,1982,1,5
5245,1983,1,3
5245,1984,1,1
5245,1984,2,5
5245,1984,3,5
5245,1985,4,5
5245,1985,5,3
5245,1987,6,5
5245,1987,7,1
5245,1988,8,5
5245,1994,9,6
5245,1996,10,6
5245,1996,11,6
5245,1998,12,6
5245,1998,13,5
5245,2000,14,5
5245,2000,15,6
5246,1980,1,5
5246,1981,1,5
5246,1981,2,3
5246,1982,1,5
5246,1983,3,3
5246,1983,4,3
5246,1984,4,1
5246,1984,5,1
5246,1985,6,1
5246,1986,7,3
5246,1988,7,1
5247,1979,1,1
5247,1987,4,5
5247,1996,3,5
5247,2000,5,6
5247,2004,6,5
5247,2006,7,1
5247,2006,8,6
5248,1980,1,5
5248,1983,2,7
5248,1985,3,5
5248,1989,4,5
5248,2012,5,5
5249,1980,1,5
5249,1980,2,5
5249,1980,3,1
5249,1980,4,5
5249,1981,5,1
5249,1981,6,1
5249,1981,7,1
5249,1982,8,1
5249,1985,7,1
5249,1986,9,1
5249,1986,10,1
5249,1986,11,5
5249,1987,12,5
5249,1987,13,1
5249,1987,14,1
5249,1988,15,5
5249,1988,16,5
5249,1988,17,1
5249,1989,18,5
5249,1989,20,1
5249,1991,19,5
5249,1992,21,5
5249,1993,22,1
5249,1994,21,2
5249,1996,23,1
5249,1996,24,2
5249,1998,25,1
5249,1998,26,1
5249,1998,27,6
5249,2000,27,1
5249,2000,28,5
5249,2000,29,6
5249,2002,30,5
5249,2006,31,5
5249,2010,32,1
5249,2014,32,5
5250,1980,1,6
5250,1980,1,5
5250,1980,2,5
5250,1980,3,1
5250,1981,4,5
5250,1982,4,5
5250,1983,5,7
5250,1985,6,1
5250,1986,6,1
5250,1986,7,5
5250,1987,8,5
5250,1987,9,5
5250,1991,10,5
5250,1991,11,6
5250,1992,12,5
5250,1993,13,5
5250,1998,14,5
5250,2002,15,5
5250,2002,17,5
5250,2002,18,1
5251,1980,1,5
5251,1980,2,1
5251,1980,3,1
5251,1981,4,5
5251,1982,5,2
5251,1982,6,1
5251,1983,7,7
5251,1985,8,1
5251,1985,9,1
5251,1985,10,5
5251,1985,11,1
5251,1986,12,5
5251,1987,10,5
5251,1988,13,1
5251,1991,14,5
5251,1996,15,1
5251,1996,16,5
5252,1979,1,1
5252,1979,2,1
5252,1980,3,5
5252,1980,4,5
5252,1980,5,5
5252,1983,6,7
5252,1984,8,1
5252,1985,7,5
5252,1987,10,5
5252,1988,7,5
5252,1989,9,5
5252,1991,11,1
5252,1991,12,6
5252,1992,13,6
5252,1993,14,1
5252,1993,15,1
5252,1993,16,1
5252,1996,17,2
5252,1996,18,6
5252,1998,19,5
5252,1998,20,1
5252,1998,21,1
5252,2000,22,2
5252,2000,23,5
5252,2000,24,2
5252,2000,25,2
5252,2002,26,2
5252,2006,27,5
5252,2008,28,6
5252,2010,29,1
5252,2018,30,5
5252,2014,30,1
5253,1982,1,1
5253,1982,2,1
5253,1984,5,1
5253,1985,3,5
5253,1985,5,1
5253,1986,5,1
5253,1986,7,1
5253,1987,6,1
5253,1987,7,1
5253,1988,5,1
5253,1988,6,1
5253,1988,7,1
5253,1989,6,1
5253,1989,7,1
5253,1991,7,1
5253,1992,7,1
5253,1996,5,5
5253,1996,8,6
5253,2000,9,1
5253,2000,10,5
5253,2006,11,1
5253,2006,12,5
5253,2008,11,1
5253,2008,12,5
5253,2010,12,5
5253,2012,13,6
5254,1980,1,5
5254,1980,2,5
5254,1983,2,7
5254,1984,3,5
5254,1985,4,5
5254,1987,5,5
5254,1989,8,6
5254,1992,6,6
5254,1992,7,6
5254,1994,9,6
5254,1998,9,1
5255,1979,1,1
5255,1980,2,3
5255,1980,3,2
5255,1980,4,1
5255,1984,5,1
5255,1994,6,6
5255,1998,7,3
5255,1998,8,1
5255,2006,9,3
5255,2018,10,5
5256,1979,1,2
5256,1980,2,5
5256,1980,3,5
5256,1981,4,5
5256,1983,5,1
5256,1985,6,5
5256,1987,7,2
5256,1991,8,5
5256,1993,9,5
5256,1994,10,4
5256,1998,11,5
5256,1998,12,6
5256,1998,13,6
5256,2000,14,1
5256,2000,15,1
5256,2004,16,6
5256,2006,17,5
5256,2010,17,1
5256,2010,18,5
5256,2010,19,5
5256,2012,20,5
5256,2012,21,1
5256,2012,22,5
5256,2012,23,1
5256,2012,24,5
5256,2012,25,5
5256,2012,26,5
5256,2016,28,5
5256,2016,29,5
5256,2016,30,5
5256,2016,31,2
5256,2014,27,1
5257,1979,1,5
5257,1979,2,1
5257,1979,3,5
5257,1984,4,5
5257,1984,5,1
5257,1984,6,1
5257,1985,7,1
5257,1987,7,4
5257,1987,8,5
5257,1987,9,5
5257,1988,10,5
5257,1993,11,5
5257,1993,12,5
5257,1993,13,1
5257,1994,13,1
5257,1994,14,1
5257,2004,14,5
5258,1985,1,5
5259,1979,1,5
5259,1986,2,5
5259,2000,4,4
5259,2004,3,5
5259,2006,5,5
5259,2016,6,6
5261,1979,1,1
5261,1979,2,5
5261,1980,4,3
5261,1980,5,1
5261,1983,6,7
5261,1985,7,5
5261,1986,8,-3
5261,1989,9,6
5261,1992,10,5
5261,1996,11,1
5262,1980,1,5
5262,1980,2,5
5262,1981,3,5
5262,1981,4,1
5262,1986,5,5
5262,1987,6,5
5262,1989,7,1
5262,1996,8,6
5262,1996,9,5
5262,1996,10,6
5262,2000,12,1
5262,2006,11,5
5263,1987,1,5
5263,1991,2,5
5263,1994,3,1
5263,1998,4,5
5263,1998,5,5
5263,2000,6,1
5263,2000,7,1
5263,2000,8,4
5263,2014,9,5
5264,1979,1,1
5264,1982,2,1
5264,1982,3,1
5264,2014,4,5
5265,1979,1,5
5265,1982,2,5
5266,1980,1,5
5266,1981,2,5
5266,1981,3,1
5266,1983,4,7
5266,1984,5,5
5266,1985,6,5
5266,1985,7,1
5266,1988,7,1
5266,1988,8,5
5266,1991,9,5
5266,1994,10,5
5266,2002,11,5
5267,1980,1,5
5267,1980,2,1
5267,1985,3,5
5267,1989,4,5
5267,1991,5,5
5267,1992,6,2
5267,1992,7,6
5267,1992,8,1
5267,1993,8,1
5267,1994,8,1
5267,1996,8,1
5267,1998,8,1
5267,1998,9,5
5268,1980,1,5
5268,1980,2,1
5268,1981,3,1
5268,1981,4,1
5268,1982,5,5
5268,1982,6,5
5268,1991,7,4
5268,1991,8,1
5268,1993,9,1
5268,1993,10,6
5268,1994,11,6
5268,1998,12,1
5268,2004,13,1
5268,2006,14,5
5268,2008,14,1
5268,2008,15,5
5268,2008,16,5
5268,2018,17,5
5269,1979,1,1
5269,1980,2,5
5269,1980,3,3
5269,1980,4,3
5269,1982,4,1
5269,1984,4,1
5269,1985,5,5
5269,1985,6,5
5269,1986,7,1
5269,1988,6,5
5269,1988,8,5
5269,1989,9,5
5269,1998,11,5
5269,2000,10,1
5269,2008,13,1
5269,2010,12,1
5270,1980,1,1
5270,1982,3,1
5270,1983,2,3
5270,1985,4,1
5270,1985,5,1
5270,1988,6,5
5270,1988,7,5
5270,1992,8,6
5270,1996,9,6
5270,2000,9,6
5271,1979,1,5
5271,1987,2,5
5271,1988,3,5
5271,1993,4,1
5271,1996,5,6
5271,1996,6,1
5271,2002,7,5
5272,1979,2,1
5272,1980,3,2
5272,1982,1,5
5272,1982,4,5
5272,1983,5,7
5272,1983,6,2
5272,1984,1,5
5272,1984,7,5
5272,1988,8,1
5272,1989,9,4
5272,1991,10,1
5272,1992,11,5
5272,1996,12,6
5272,2000,13,1
5272,2002,14,6
5272,2006,15,1
5272,2008,15,1
5272,2010,15,1
5273,1979,1,4
5273,1979,2,5
5273,1979,3,5
5273,1980,4,5
5273,1980,5,4
5273,1982,5,5
5273,1985,6,4
5273,1987,7,4
5273,1991,8,5
5273,1993,9,6
5273,1996,9,6
5274,1979,1,5
5274,1979,2,5
5274,1979,3,5
5274,1979,4,5
5274,1980,6,5
5274,1980,5,2
5274,1981,7,1
5274,1982,8,5
5274,1983,10,3
5274,1984,11,1
5274,1984,12,5
5274,1987,9,5
5274,1987,14,5
5274,1988,13,5
5274,1989,15,2
5274,1993,17,2
5274,2002,18,1
5274,2018,20,5
5275,1979,1,3
5275,1979,2,5
5275,1980,3,5
5275,1980,4,1
5275,1981,5,5
5275,1982,6,5
5275,1982,7,5
5275,1983,8,7
5275,1984,9,5
5275,1985,10,5
5275,1985,11,5
5275,1985,12,4
5275,1987,13,1
5275,1987,14,5
5275,1987,15,5
5275,1989,17,6
5275,1989,18,2
5275,1989,20,6
5275,1992,21,1
5275,1996,22,6
5275,1998,23,6
5275,2000,24,5
5275,2002,25,1
5275,2008,26,1
5276,1979,1,5
5276,1980,1,5
5276,1980,2,1
5276,1981,3,5
5276,1981,4,5
5276,1981,5,1
5276,1982,6,5
5276,1983,7,5
5276,1985,8,5
5276,1985,9,5
5276,1987,10,5
5276,1987,11,5
5276,1989,12,6
5276,1996,13,6
5276,2012,14,5
5277,1980,1,5
5277,1980,2,5
5277,1980,2,5
5277,1980,3,5
5277,1984,4,5
5277,1984,5,5
5277,1987,6,1
5277,1988,7,4
5277,1989,8,4
5277,1991,9,1
5277,1998,10,1
5277,2010,12,5
5277,2018,14,-2
5278,1983,1,7
5278,1987,2,5
5278,1987,3,1
5278,1988,4,5
5278,1989,5,1
5278,2006,6,1
5278,2008,8,6
5279,1979,1,5
5279,1979,2,5
5279,1980,3,1
5279,1980,1,5
5279,1982,3,5
5279,1983,4,7
5279,1993,5,1
5279,1993,6,6
5279,1993,7,5
5279,2002,8,5
5279,2006,8,1
5279,2006,9,5
5279,2008,10,1
5279,2010,8,1
5279,2012,11,1
5280,1979,2,5
5280,1980,1,5
5280,1980,3,5
5280,1986,4,-3
5280,1986,5,1
5280,1987,6,1
5280,1989,7,1
5280,2008,8,1
5281,1979,1,6
5281,1979,2,6
5281,1979,3,6
5281,1980,4,5
5281,1980,5,5
5281,1980,6,1
5281,1980,7,2
5281,1981,7,5
5281,1983,9,7
5281,1983,10,7
5281,1985,8,5
5281,1985,11,5
